l_orderkey	l_quantity	l_extendedprice	c_custkey	c_acctbal	c_nationkey
2245	44.00	72145.04	1993-04-28	0	FURNITURE	14	24-584-482-2914	F	Customer#000056458
2245	33.00	42745.23	1993-04-28	0	FURNITURE	14	24-584-482-2914	F	Customer#000056458
2245	33.00	41027.58	1993-04-28	0	FURNITURE	14	24-584-482-2914	F	Customer#000056458
2341	12.00	11460.00	1993-05-30	0	BUILDING	12	22-600-519-9036	F	Customer#000081514
2341	8.00	13084.32	1993-05-30	0	BUILDING	12	22-600-519-9036	F	Customer#000081514
2435	8.00	14454.88	1993-02-21	0	AUTOMOBILE	14	24-997-421-9685	F	Customer#000071318
2435	3.00	4943.01	1993-02-21	0	AUTOMOBILE	14	24-997-421-9685	F	Customer#000071318
2435	17.00	24981.84	1993-02-21	0	AUTOMOBILE	14	24-997-421-9685	F	Customer#000071318
2720	5.00	7137.40	1993-06-08	0	BUILDING	22	32-741-856-5661	F	Customer#000029966
2720	27.00	51431.76	1993-06-08	0	BUILDING	22	32-741-856-5661	F	Customer#000029966
2914	4.00	6090.32	1993-03-03	0	HOUSEHOLD	18	28-332-570-7871	F	Customer#000107015
2914	9.00	12098.88	1993-03-03	0	HOUSEHOLD	18	28-332-570-7871	F	Customer#000107015
3461	24.00	45307.68	1993-01-31	0	AUTOMOBILE	15	25-306-841-4459	F	Customer#000098521
3494	23.00	25256.76	1993-04-04	0	MACHINERY	17	27-410-988-5255	F	Customer#000047188
3778	32.00	48562.56	1993-05-26	0	FURNITURE	12	22-141-690-4575	F	Customer#000105398
3778	41.00	58606.63	1993-05-26	0	FURNITURE	12	22-141-690-4575	F	Customer#000105398
3778	49.00	88091.71	1993-05-26	0	FURNITURE	12	22-141-690-4575	F	Customer#000105398
3908	50.00	91592.00	1993-03-09	0	HOUSEHOLD	20	30-113-652-4474	F	Customer#000041074
4004	47.00	69019.50	1993-05-07	0	HOUSEHOLD	19	29-957-520-8113	F	Customer#000068257
4004	20.00	28047.40	1993-05-07	0	HOUSEHOLD	19	29-957-520-8113	F	Customer#000068257
4487	49.00	91083.16	1993-02-23	0	FURNITURE	11	21-755-598-7500	F	Customer#000044540
4935	13.00	23318.49	1993-05-25	0	AUTOMOBILE	17	27-705-997-2160	F	Customer#000039857
165	43.00	72610.66	1993-01-30	0	BUILDING	10	20-676-957-9747	F	Customer#000027238
165	49.00	60230.31	1993-01-30	0	BUILDING	10	20-676-957-9747	F	Customer#000027238
167	28.00	32820.76	1993-01-04	0	AUTOMOBILE	17	27-795-549-3501	F	Customer#000119402
388	42.00	63948.78	1992-12-16	0	BUILDING	12	22-618-123-4869	F	Customer#000044668
678	48.00	55922.88	1993-02-27	0	BUILDING	19	29-328-467-6835	F	Customer#000130645
710	12.00	18473.40	1993-01-02	0	HOUSEHOLD	10	20-112-970-4626	F	Customer#000131137
931	48.00	52706.40	1992-12-07	0	AUTOMOBILE	18	28-425-482-6450	F	Customer#000102889
1060	26.00	35213.88	1993-02-21	0	AUTOMOBILE	18	28-358-726-8214	F	Customer#000139636
1253	22.00	29576.14	1993-01-26	0	FURNITURE	10	20-401-307-4080	F	Customer#000114421
1280	17.00	29319.73	1993-01-11	0	BUILDING	11	21-738-652-6165	F	Customer#000095518
1280	5.00	9133.75	1993-01-11	0	BUILDING	11	21-738-652-6165	F	Customer#000095518
1280	19.00	30050.21	1993-01-11	0	BUILDING	11	21-738-652-6165	F	Customer#000095518
1857	40.00	56373.60	1993-01-13	0	MACHINERY	14	24-157-878-9833	F	Customer#000131999
2176	25.00	38136.50	1992-11-10	0	FURNITURE	11	21-395-204-8153	F	Customer#000103403
2176	2.00	2536.44	1992-11-10	0	FURNITURE	11	21-395-204-8153	F	Customer#000103403
2244	16.00	24294.72	1993-01-09	0	HOUSEHOLD	21	31-236-441-6477	F	Customer#000126746
2594	13.00	15524.21	1992-12-17	0	MACHINERY	19	29-928-863-8822	F	Customer#000077599
2852	12.00	14186.16	1993-01-16	0	BUILDING	15	25-437-498-6373	F	Customer#000089122
2852	28.00	34585.04	1993-01-16	0	BUILDING	15	25-437-498-6373	F	Customer#000089122
3461	27.00	37244.07	1993-01-31	0	AUTOMOBILE	15	25-306-841-4459	F	Customer#000098521
3461	41.00	52573.48	1993-01-31	0	AUTOMOBILE	15	25-306-841-4459	F	Customer#000098521
3776	49.00	75682.95	1992-11-20	0	MACHINERY	10	20-336-165-1821	F	Customer#000084334
4003	18.00	19135.98	1993-01-27	0	FURNITURE	16	26-325-773-3886	F	Customer#000110048
4067	14.00	18666.62	1992-10-07	0	HOUSEHOLD	22	32-232-508-5373	F	Customer#000014386
4163	13.00	23437.31	1992-12-21	0	AUTOMOBILE	19	29-286-826-7416	F	Customer#000062686
4487	37.00	42257.70	1993-02-23	0	FURNITURE	11	21-755-598-7500	F	Customer#000044540
4545	27.00	38298.15	1993-01-17	0	BUILDING	23	33-297-889-1924	F	Customer#000058523
4611	48.00	68229.60	1993-01-10	0	HOUSEHOLD	13	23-276-768-3781	F	Customer#000028537
4706	37.00	72293.19	1992-12-29	0	FURNITURE	23	33-343-341-1178	F	Customer#000023755
4706	5.00	7352.25	1992-12-29	0	FURNITURE	23	33-343-341-1178	F	Customer#000023755
4864	28.00	49720.16	1992-11-11	0	AUTOMOBILE	21	31-333-525-8622	F	Customer#000086291
4864	46.00	81090.18	1992-11-11	0	AUTOMOBILE	21	31-333-525-8622	F	Customer#000086291
5062	4.00	6622.72	1992-10-08	0	HOUSEHOLD	11	21-258-578-7612	F	Customer#000059647
132	18.00	26809.92	1993-06-11	0	FURNITURE	13	23-402-417-4741	F	Customer#000026395
132	32.00	45869.12	1993-06-11	0	FURNITURE	13	23-402-417-4741	F	Customer#000026395
196	15.00	26427.75	1993-03-17	0	HOUSEHOLD	12	22-164-165-9840	F	Customer#000064825
226	46.00	84630.80	1993-03-10	0	FURNITURE	17	27-234-753-8110	F	Customer#000127466
261	28.00	56922.60	1993-06-29	0	AUTOMOBILE	22	32-547-454-9423	F	Customer#000046072
321	21.00	25584.51	1993-03-21	0	BUILDING	14	24-477-924-9522	F	Customer#000122591
865	3.00	3321.54	1993-05-04	0	BUILDING	10	20-609-180-1199	F	Customer#000002537
865	15.00	15300.45	1993-05-04	0	BUILDING	10	20-609-180-1199	F	Customer#000002537
896	10.00	17186.20	1993-03-09	0	MACHINERY	24	34-268-537-8282	F	Customer#000001646
1058	24.00	38269.20	1993-04-26	0	HOUSEHOLD	16	26-138-760-6440	F	Customer#000052951
1286	48.00	56555.04	1993-05-14	0	HOUSEHOLD	13	23-701-569-8884	F	Customer#000108556
1412	20.00	21520.40	1993-03-13	0	HOUSEHOLD	19	29-119-617-5483	F	Customer#000052877
1509	17.00	21237.08	1993-07-08	0	MACHINERY	23	33-737-526-2242	F	Customer#000062380
1509	31.00	44495.54	1993-07-08	0	MACHINERY	23	33-737-526-2242	F	Customer#000062380
2020	50.00	72726.00	1993-06-21	0	AUTOMOBILE	13	23-528-306-1987	F	Customer#000072448
2020	27.00	48946.95	1993-06-21	0	AUTOMOBILE	13	23-528-306-1987	F	Customer#000072448
2272	30.00	49188.00	1993-04-13	0	MACHINERY	22	32-339-554-8635	F	Customer#000138202
2438	27.00	39646.80	1993-07-15	0	HOUSEHOLD	15	25-861-635-9828	F	Customer#000012544
2503	33.00	51827.82	1993-06-20	0	FURNITURE	19	29-312-894-5415	F	Customer#000006538
2503	27.00	28378.62	1993-06-20	0	FURNITURE	19	29-312-894-5415	F	Customer#000006538
2503	3.00	4880.01	1993-06-20	0	FURNITURE	19	29-312-894-5415	F	Customer#000006538
2720	42.00	66009.30	1993-06-08	0	BUILDING	22	32-741-856-5661	F	Customer#000029966
2720	49.00	95399.57	1993-06-08	0	BUILDING	22	32-741-856-5661	F	Customer#000029966
3331	9.00	11018.34	1993-05-21	0	BUILDING	16	26-300-389-6464	F	Customer#000090553
3331	38.00	51886.72	1993-05-21	0	BUILDING	16	26-300-389-6464	F	Customer#000090553
3494	40.00	46525.60	1993-04-04	0	MACHINERY	17	27-410-988-5255	F	Customer#000047188
3494	30.00	31562.10	1993-04-04	0	MACHINERY	17	27-410-988-5255	F	Customer#000047188
3683	23.00	30206.13	1993-03-04	0	FURNITURE	10	20-270-694-6306	F	Customer#000087323
3684	13.00	23995.53	1993-07-20	0	BUILDING	20	30-656-614-5871	F	Customer#000022733
3942	6.00	8179.68	1993-06-28	0	MACHINERY	21	31-101-850-3518	F	Customer#000075373
4004	39.00	44816.07	1993-05-07	0	HOUSEHOLD	19	29-957-520-8113	F	Customer#000068257
4004	44.00	48269.32	1993-05-07	0	HOUSEHOLD	19	29-957-520-8113	F	Customer#000068257
4033	34.00	42782.88	1993-06-02	0	AUTOMOBILE	22	32-684-461-2230	F	Customer#000082999
4037	4.00	6851.04	1993-03-24	0	HOUSEHOLD	16	26-785-101-8296	F	Customer#000120982
4610	14.00	26835.76	1993-06-18	0	FURNITURE	11	21-208-902-6782	F	Customer#000025715
4610	26.00	39325.78	1993-06-18	0	FURNITURE	11	21-208-902-6782	F	Customer#000025715
4935	36.00	72104.76	1993-05-25	0	AUTOMOBILE	17	27-705-997-2160	F	Customer#000039857
4999	30.00	59459.70	1993-06-26	0	FURNITURE	23	33-914-977-6525	F	Customer#000084286
193	23.00	43053.01	1993-08-08	0	FURNITURE	18	28-632-433-1841	F	Customer#000079061
261	34.00	42511.56	1993-06-29	0	AUTOMOBILE	22	32-547-454-9423	F	Customer#000046072
865	16.00	22356.80	1993-05-04	0	BUILDING	10	20-609-180-1199	F	Customer#000002537
1286	11.00	18310.27	1993-05-14	0	HOUSEHOLD	13	23-701-569-8884	F	Customer#000108556
1286	41.00	80848.72	1993-05-14	0	HOUSEHOLD	13	23-701-569-8884	F	Customer#000108556
1509	37.00	56370.61	1993-07-08	0	MACHINERY	23	33-737-526-2242	F	Customer#000062380
1603	1.00	1129.19	1993-07-31	0	MACHINERY	21	31-236-665-8430	F	Customer#000001150
2241	25.00	23450.75	1993-05-11	0	FURNITURE	18	28-836-309-5330	F	Customer#000101276
2241	38.00	65003.18	1993-05-11	0	FURNITURE	18	28-836-309-5330	F	Customer#000101276
2241	2.00	2932.96	1993-05-11	0	FURNITURE	18	28-836-309-5330	F	Customer#000101276
2241	22.00	31160.80	1993-05-11	0	FURNITURE	18	28-836-309-5330	F	Customer#000101276
2245	28.00	44901.64	1993-04-28	0	FURNITURE	14	24-584-482-2914	F	Customer#000056458
2272	18.00	35621.64	1993-04-13	0	MACHINERY	22	32-339-554-8635	F	Customer#000138202
2307	7.00	8675.10	1993-06-29	0	HOUSEHOLD	23	33-970-955-3863	F	Customer#000104039
2438	10.00	14134.40	1993-07-15	0	HOUSEHOLD	15	25-861-635-9828	F	Customer#000012544
2502	33.00	40165.95	1993-05-28	0	HOUSEHOLD	23	33-509-276-1822	F	Customer#000069356
2503	28.00	28673.68	1993-06-20	0	FURNITURE	19	29-312-894-5415	F	Customer#000006538
2720	50.00	54203.00	1993-06-08	0	BUILDING	22	32-741-856-5661	F	Customer#000029966
3076	31.00	33361.27	1993-07-23	0	FURNITURE	22	32-243-143-9311	F	Customer#000091354
3201	27.00	48864.33	1993-07-02	0	BUILDING	15	25-461-808-6683	F	Customer#000095155
3331	26.00	37662.04	1993-05-21	0	BUILDING	16	26-300-389-6464	F	Customer#000090553
3456	34.00	47953.60	1993-06-01	0	HOUSEHOLD	19	29-801-731-5446	F	Customer#000044770
3493	10.00	20259.90	1993-08-24	0	AUTOMOBILE	19	29-222-939-6045	F	Customer#000080434
3621	29.00	40352.63	1993-05-06	0	BUILDING	14	24-592-784-4939	F	Customer#000140626
3621	13.00	17177.16	1993-05-06	0	BUILDING	14	24-592-784-4939	F	Customer#000140626
3621	45.00	71167.95	1993-05-06	0	BUILDING	14	24-592-784-4939	F	Customer#000140626
3684	48.00	54292.80	1993-07-20	0	BUILDING	20	30-656-614-5871	F	Customer#000022733
3684	6.00	7976.28	1993-07-20	0	BUILDING	20	30-656-614-5871	F	Customer#000022733
3778	28.00	53475.52	1993-05-26	0	FURNITURE	12	22-141-690-4575	F	Customer#000105398
4004	23.00	24864.38	1993-05-07	0	HOUSEHOLD	19	29-957-520-8113	F	Customer#000068257
4004	9.00	16395.84	1993-05-07	0	HOUSEHOLD	19	29-957-520-8113	F	Customer#000068257
4033	27.00	41540.04	1993-06-02	0	AUTOMOBILE	22	32-684-461-2230	F	Customer#000082999
4610	21.00	24426.57	1993-06-18	0	FURNITURE	11	21-208-902-6782	F	Customer#000025715
4610	44.00	63244.28	1993-06-18	0	FURNITURE	11	21-208-902-6782	F	Customer#000025715
4610	29.00	34920.35	1993-06-18	0	FURNITURE	11	21-208-902-6782	F	Customer#000025715
4935	37.00	40779.92	1993-05-25	0	AUTOMOBILE	17	27-705-997-2160	F	Customer#000039857
4962	46.00	59587.02	1993-07-28	0	AUTOMOBILE	17	27-759-968-6383	F	Customer#000103700
4999	30.00	52190.40	1993-06-26	0	FURNITURE	23	33-914-977-6525	F	Customer#000084286
4999	44.00	48980.80	1993-06-26	0	FURNITURE	23	33-914-977-6525	F	Customer#000084286
70	13.00	16277.95	1993-12-18	0	MACHINERY	13	23-764-454-8786	F	Customer#000064340
70	11.00	18477.03	1993-12-18	0	MACHINERY	13	23-764-454-8786	F	Customer#000064340
229	29.00	56054.10	1993-12-29	0	AUTOMOBILE	19	29-650-314-5798	F	Customer#000111728
229	3.00	6074.82	1993-12-29	0	AUTOMOBILE	19	29-650-314-5798	F	Customer#000111728
229	33.00	40760.94	1993-12-29	0	AUTOMOBILE	19	29-650-314-5798	F	Customer#000111728
290	23.00	40589.02	1994-01-01	0	HOUSEHOLD	17	27-394-666-4968	F	Customer#000117952
291	30.00	55046.10	1994-03-13	0	FURNITURE	21	31-657-792-2499	F	Customer#000141050
353	41.00	54296.30	1993-12-31	0	MACHINERY	24	34-469-776-4539	F	Customer#000001777
353	9.00	16378.20	1993-12-31	0	MACHINERY	24	34-469-776-4539	F	Customer#000001777
807	11.00	16924.82	1993-11-24	0	BUILDING	13	23-646-225-5956	F	Customer#000143524
1028	26.00	30425.98	1994-01-01	0	HOUSEHOLD	24	34-620-784-5127	F	Customer#000068435
1059	7.00	12374.81	1994-02-27	0	HOUSEHOLD	23	33-316-997-7607	F	Customer#000126715
1059	26.00	46638.28	1994-02-27	0	HOUSEHOLD	23	33-316-997-7607	F	Customer#000126715
1059	37.00	40665.22	1994-02-27	0	HOUSEHOLD	23	33-316-997-7607	F	Customer#000126715
1732	36.00	42522.48	1993-11-29	0	MACHINERY	17	27-516-222-9134	F	Customer#000145841
1761	13.00	22253.53	1993-12-24	0	HOUSEHOLD	10	20-313-468-7399	F	Customer#000104872
1831	9.00	8838.27	1993-12-02	0	FURNITURE	15	25-993-447-4003	F	Customer#000070549
2304	3.00	5645.79	1994-01-07	0	FURNITURE	15	25-448-806-7143	F	Customer#000044923
2339	13.00	22954.62	1993-12-15	0	BUILDING	19	29-466-299-6336	F	Customer#000108352
2496	38.00	46861.22	1994-01-09	0	BUILDING	18	28-913-537-3909	F	Customer#000134117
2496	39.00	59732.40	1994-01-09	0	BUILDING	18	28-913-537-3909	F	Customer#000134117
2496	36.00	59131.80	1994-01-09	0	BUILDING	18	28-913-537-3909	F	Customer#000134117
2563	28.00	51121.00	1993-11-19	0	AUTOMOBILE	19	29-230-269-8335	F	Customer#000061123
2659	28.00	48293.84	1993-12-18	0	BUILDING	16	26-734-127-5547	F	Customer#000082054
2659	24.00	37956.96	1993-12-18	0	BUILDING	16	26-734-127-5547	F	Customer#000082054
2752	41.00	66940.70	1993-11-19	0	MACHINERY	20	30-338-124-9420	F	Customer#000058067
2752	22.00	43118.46	1993-11-19	0	MACHINERY	20	30-338-124-9420	F	Customer#000058067
2759	37.00	62406.79	1993-11-25	0	MACHINERY	12	22-157-556-9694	F	Customer#000115717
2976	24.00	23089.20	1993-12-10	0	FURNITURE	11	21-292-545-2577	F	Customer#000028030
2976	30.00	40690.20	1993-12-10	0	FURNITURE	11	21-292-545-2577	F	Customer#000028030
3073	16.00	33375.84	1994-01-08	0	FURNITURE	19	29-162-537-3754	F	Customer#000135226
3073	47.00	77866.31	1994-01-08	0	FURNITURE	19	29-162-537-3754	F	Customer#000135226
3073	14.00	21035.98	1994-01-08	0	FURNITURE	19	29-162-537-3754	F	Customer#000135226
3299	40.00	62699.20	1993-12-26	0	AUTOMOBILE	19	29-109-599-3088	F	Customer#000089131
3586	29.00	37621.99	1993-12-05	0	HOUSEHOLD	19	29-210-464-6145	F	Customer#000119920
3586	2.00	2758.84	1993-12-05	0	HOUSEHOLD	19	29-210-464-6145	F	Customer#000119920
3586	8.00	15655.52	1993-12-05	0	HOUSEHOLD	19	29-210-464-6145	F	Customer#000119920
3586	8.00	12772.72	1993-12-05	0	HOUSEHOLD	19	29-210-464-6145	F	Customer#000119920
4034	48.00	97869.12	1993-11-14	0	FURNITURE	20	30-807-595-6768	F	Customer#000092326
4034	7.00	9038.33	1993-11-14	0	FURNITURE	20	30-807-595-6768	F	Customer#000092326
4291	3.00	5702.40	1993-11-29	0	FURNITURE	18	28-182-871-5100	F	Customer#000088019
4454	45.00	73959.75	1994-02-02	0	BUILDING	10	20-951-686-8766	F	Customer#000140854
5059	19.00	36192.72	1993-11-10	0	MACHINERY	24	34-232-162-3650	F	Customer#000041249
231	46.00	61748.10	1994-09-29	0	AUTOMOBILE	20	30-286-324-9120	F	Customer#000090818
231	50.00	61106.00	1994-09-29	0	AUTOMOBILE	20	30-286-324-9120	F	Customer#000090818
645	33.00	57871.77	1994-12-03	0	AUTOMOBILE	15	25-416-750-5138	F	Customer#000114224
645	9.00	8622.27	1994-12-03	0	AUTOMOBILE	15	25-416-750-5138	F	Customer#000114224
646	31.00	61503.07	1994-11-22	0	MACHINERY	23	33-419-921-4782	F	Customer#000050417
646	1.00	1749.72	1994-11-22	0	MACHINERY	23	33-419-921-4782	F	Customer#000050417
646	34.00	59048.82	1994-11-22	0	MACHINERY	23	33-419-921-4782	F	Customer#000050417
646	17.00	19756.89	1994-11-22	0	MACHINERY	23	33-419-921-4782	F	Customer#000050417
707	34.00	60884.82	1994-11-20	0	HOUSEHOLD	24	34-958-689-4737	F	Customer#000116150
900	44.00	71743.32	1994-10-01	0	HOUSEHOLD	11	21-431-929-4557	F	Customer#000045805
900	48.00	78653.76	1994-10-01	0	HOUSEHOLD	11	21-431-929-4557	F	Customer#000045805
960	1.00	2005.99	1994-09-21	0	AUTOMOBILE	22	32-489-909-5358	F	Customer#000034624
960	25.00	30705.25	1994-09-21	0	AUTOMOBILE	22	32-489-909-5358	F	Customer#000034624
998	22.00	40346.24	1994-11-26	0	HOUSEHOLD	20	30-240-860-1258	F	Customer#000031696
998	30.00	53812.50	1994-11-26	0	HOUSEHOLD	20	30-240-860-1258	F	Customer#000031696
1031	28.00	51877.84	1994-09-01	0	HOUSEHOLD	24	34-654-326-7655	F	Customer#000003590
1031	7.00	7988.05	1994-09-01	0	HOUSEHOLD	24	34-654-326-7655	F	Customer#000003590
1125	4.00	4420.28	1994-10-27	0	MACHINERY	22	32-360-434-6423	F	Customer#000024124
1313	48.00	62993.28	1994-09-13	0	HOUSEHOLD	17	27-211-891-7683	F	Customer#000147671
1891	45.00	48379.05	1994-12-15	0	MACHINERY	13	23-656-591-5926	F	Customer#000060905
2528	10.00	10951.90	1994-11-20	0	FURNITURE	15	25-872-327-1297	F	Customer#000054986
2528	35.00	49781.90	1994-11-20	0	FURNITURE	15	25-872-327-1297	F	Customer#000054986
2528	37.00	40297.44	1994-11-20	0	FURNITURE	15	25-872-327-1297	F	Customer#000054986
2816	4.00	5533.36	1994-09-20	0	HOUSEHOLD	17	27-937-127-3219	F	Customer#000056695
2816	4.00	5705.60	1994-09-20	0	HOUSEHOLD	17	27-937-127-3219	F	Customer#000056695
3233	23.00	35295.34	1994-10-24	0	HOUSEHOLD	17	27-878-578-4203	F	Customer#000139657
3233	6.00	8978.64	1994-10-24	0	HOUSEHOLD	17	27-878-578-4203	F	Customer#000139657
3296	12.00	17501.64	1994-10-19	0	FURNITURE	17	27-154-574-5717	F	Customer#000146912
3296	40.00	64020.00	1994-10-19	0	FURNITURE	17	27-154-574-5717	F	Customer#000146912
3365	37.00	43960.81	1994-11-09	0	BUILDING	10	20-377-241-4054	F	Customer#000081880
3395	21.00	35188.23	1994-10-30	0	MACHINERY	18	28-480-411-6166	F	Customer#000149572
3395	43.00	47779.88	1994-10-30	0	MACHINERY	18	28-480-411-6166	F	Customer#000149572
3395	39.00	59845.89	1994-10-30	0	MACHINERY	18	28-480-411-6166	F	Customer#000149572
3430	50.00	95997.50	1994-12-12	0	BUILDING	21	31-100-198-8228	F	Customer#000112090
3522	48.00	68372.64	1994-09-26	0	MACHINERY	19	29-675-289-5903	F	Customer#000025436
4485	1.00	1746.65	1994-11-13	0	FURNITURE	14	24-891-842-7091	F	Customer#000052312
5031	40.00	78235.60	1994-12-02	0	MACHINERY	24	34-609-728-4819	F	Customer#000138053
5031	4.00	4480.24	1994-12-02	0	MACHINERY	24	34-609-728-4819	F	Customer#000138053
5191	27.00	32028.48	1994-12-11	0	MACHINERY	16	26-658-744-9040	F	Customer#000076972
99	42.00	46875.36	1994-03-13	0	AUTOMOBILE	21	31-664-330-6275	F	Customer#000088910
290	35.00	43972.25	1994-01-01	0	HOUSEHOLD	17	27-394-666-4968	F	Customer#000117952
323	50.00	84581.00	1994-03-26	0	FURNITURE	14	24-625-551-5999	F	Customer#000039133
323	18.00	20360.34	1994-03-26	0	FURNITURE	14	24-625-551-5999	F	Customer#000039133
353	46.00	48211.22	1993-12-31	0	MACHINERY	24	34-469-776-4539	F	Customer#000001777
389	2.00	2768.58	1994-02-17	0	FURNITURE	22	32-457-804-9524	F	Customer#000126973
833	1.00	1509.55	1994-02-13	0	AUTOMOBILE	11	21-944-903-2838	F	Customer#000055240
833	38.00	70103.54	1994-02-13	0	AUTOMOBILE	11	21-944-903-2838	F	Customer#000055240
1028	27.00	39920.85	1994-01-01	0	HOUSEHOLD	24	34-620-784-5127	F	Customer#000068435
1028	22.00	41601.12	1994-01-01	0	HOUSEHOLD	24	34-620-784-5127	F	Customer#000068435
1059	16.00	26569.28	1994-02-27	0	HOUSEHOLD	23	33-316-997-7607	F	Customer#000126715
1761	37.00	71553.19	1993-12-24	0	HOUSEHOLD	10	20-313-468-7399	F	Customer#000104872
1761	12.00	16108.92	1993-12-24	0	HOUSEHOLD	10	20-313-468-7399	F	Customer#000104872
1799	42.00	52261.02	1994-03-07	0	MACHINERY	16	26-327-503-7376	F	Customer#000060032
1825	39.00	53832.87	1993-12-05	0	HOUSEHOLD	10	20-409-953-1382	F	Customer#000146462
1861	23.00	36792.41	1994-01-03	0	MACHINERY	23	33-887-293-9567	F	Customer#000068447
1861	2.00	2050.22	1994-01-03	0	MACHINERY	23	33-887-293-9567	F	Customer#000068447
2182	3.00	5549.28	1994-04-05	0	HOUSEHOLD	18	28-401-639-9845	F	Customer#000022525
2182	37.00	72070.82	1994-04-05	0	HOUSEHOLD	18	28-401-639-9845	F	Customer#000022525
2817	25.00	38914.75	1994-04-19	0	HOUSEHOLD	19	29-635-718-2293	F	Customer#000039514
2915	28.00	33547.36	1994-03-31	0	HOUSEHOLD	12	22-708-196-8271	F	Customer#000092489
2919	44.00	67785.96	1993-12-10	0	HOUSEHOLD	14	24-701-856-3835	F	Customer#000052543
3073	25.00	34335.75	1994-01-08	0	FURNITURE	19	29-162-537-3754	F	Customer#000135226
3751	37.00	67293.38	1994-04-27	0	AUTOMOBILE	22	32-277-334-3221	F	Customer#000008984
4454	48.00	48530.88	1994-02-02	0	BUILDING	10	20-951-686-8766	F	Customer#000140854
4454	20.00	33832.60	1994-02-02	0	BUILDING	10	20-951-686-8766	F	Customer#000140854
132	43.00	46098.15	1993-06-11	0	FURNITURE	13	23-402-417-4741	F	Customer#000026395
193	9.00	14675.67	1993-08-08	0	FURNITURE	18	28-632-433-1841	F	Customer#000079061
261	49.00	72199.05	1993-06-29	0	AUTOMOBILE	22	32-547-454-9423	F	Customer#000046072
261	49.00	70043.54	1993-06-29	0	AUTOMOBILE	22	32-547-454-9423	F	Customer#000046072
999	3.00	3765.99	1993-09-05	0	FURNITURE	20	30-645-188-6117	F	Customer#000060163
1509	27.00	33025.32	1993-07-08	0	MACHINERY	23	33-737-526-2242	F	Customer#000062380
1603	29.00	34051.80	1993-07-31	0	MACHINERY	21	31-236-665-8430	F	Customer#000001150
2020	30.00	51654.00	1993-06-21	0	AUTOMOBILE	13	23-528-306-1987	F	Customer#000072448
2307	2.00	3111.02	1993-06-29	0	HOUSEHOLD	23	33-970-955-3863	F	Customer#000104039
2307	7.00	12093.76	1993-06-29	0	HOUSEHOLD	23	33-970-955-3863	F	Customer#000104039
2341	37.00	49371.32	1993-05-30	0	BUILDING	12	22-600-519-9036	F	Customer#000081514
2368	32.00	30881.60	1993-08-20	0	HOUSEHOLD	19	29-367-430-6711	F	Customer#000012832
2368	39.00	72298.20	1993-08-20	0	HOUSEHOLD	19	29-367-430-6711	F	Customer#000012832
2503	50.00	62665.00	1993-06-20	0	FURNITURE	19	29-312-894-5415	F	Customer#000006538
2503	17.00	25611.86	1993-06-20	0	FURNITURE	19	29-312-894-5415	F	Customer#000006538
2821	4.00	7659.32	1993-08-09	0	MACHINERY	20	30-557-793-7448	F	Customer#000116528
3076	44.00	62498.92	1993-07-23	0	FURNITURE	22	32-243-143-9311	F	Customer#000091354
3076	22.00	27967.72	1993-07-23	0	FURNITURE	22	32-243-143-9311	F	Customer#000091354
3109	32.00	45808.32	1993-07-24	0	MACHINERY	16	26-696-427-6011	F	Customer#000122080
3109	43.00	57631.18	1993-07-24	0	MACHINERY	16	26-696-427-6011	F	Customer#000122080
3109	50.00	56954.50	1993-07-24	0	MACHINERY	16	26-696-427-6011	F	Customer#000122080
3201	11.00	19049.58	1993-07-02	0	BUILDING	15	25-461-808-6683	F	Customer#000095155
3778	28.00	28504.56	1993-05-26	0	FURNITURE	12	22-141-690-4575	F	Customer#000105398
3778	26.00	35631.70	1993-05-26	0	FURNITURE	12	22-141-690-4575	F	Customer#000105398
3942	5.00	9043.55	1993-06-28	0	MACHINERY	21	31-101-850-3518	F	Customer#000075373
3942	25.00	38812.25	1993-06-28	0	MACHINERY	21	31-101-850-3518	F	Customer#000075373
4004	46.00	73950.98	1993-05-07	0	HOUSEHOLD	19	29-957-520-8113	F	Customer#000068257
